Date,Ticker,Open,High,Low,Close,Volume,50_Day_SMA,200_Day_SMA,Daily_Return_%
02-09-2022,AMZN,129.5,131.38,126.39,127.51,57429800,126.19,142.33,-0.24
06-09-2022,AMZN,127.92,128.62,124.74,126.11,43888600,126.38,142.07,-1.1
07-09-2022,AMZN,126.12,129.82,125.4,129.48,47900300,126.71,141.8,2.67
08-09-2022,AMZN,127.72,130.28,127.1,129.82,43988500,127.15,141.53,0.26
09-09-2022,AMZN,130.91,133.69,130.76,133.27,49387600,127.64,141.3,2.66
12-09-2022,AMZN,134.1,136.49,134,136.45,53826900,128.25,141.09,2.39
13-09-2022,AMZN,131.01,131.4,126.27,126.82,72694000,128.59,140.82,-7.06
14-09-2022,AMZN,127.36,128.84,126.33,128.55,45316800,128.89,140.59,1.36
15-09-2022,AMZN,127.38,130.37,125.5,126.28,52887200,129.13,140.33,-1.77
16-09-2022,AMZN,122.78,123.87,120.7,123.53,115667800,129.28,140.07,-2.18
19-09-2022,AMZN,122.16,124.71,121.8,124.66,47279700,129.46,139.84,0.91
20-09-2022,AMZN,123.35,124.4,121.14,122.19,47698400,129.67,139.59,-1.98
21-09-2022,AMZN,122.49,123.76,118.45,118.54,58498900,129.85,139.33,-2.99
22-09-2022,AMZN,117.08,118.79,116.26,117.31,55229200,129.99,139.06,-1.04
23-09-2022,AMZN,116,116.05,112.06,113.78,65126700,130.05,138.75,-3.01
26-09-2022,AMZN,113.3,117.34,113.13,115.15,62723300,130.09,138.45,1.2
27-09-2022,AMZN,117.2,118.32,113.05,114.41,60094700,130.1,138.15,-0.64
28-09-2022,AMZN,114.38,118.7,113.8,118.01,55763800,130.1,137.88,3.15
29-09-2022,AMZN,115.6,116.07,113.06,114.8,58969700,129.94,137.6,-2.72
30-09-2022,AMZN,114.08,116.92,112.84,113,59479600,129.7,137.32,-1.57
03-10-2022,AMZN,113.58,116.91,112.45,115.88,50941900,129.57,137.03,2.55
04-10-2022,AMZN,119.89,123,119.79,121.09,62812600,129.57,136.8,4.5
05-10-2022,AMZN,118.58,121.75,117.69,120.95,48217500,129.69,136.55,-0.12
06-10-2022,AMZN,120.77,121.53,119.5,120.3,42253800,129.68,136.32,-0.54
07-10-2022,AMZN,118,118.17,113.88,114.56,54678000,129.53,136.04,-4.77
10-10-2022,AMZN,115.1,116.25,112.43,113.67,42339700,129.1,135.75,-0.78
11-10-2022,AMZN,112.71,115.48,110.39,112.21,56432200,128.64,135.46,-1.28
12-10-2022,AMZN,112.49,113.83,111.4,112.9,45728700,128.21,135.17,0.61
13-10-2022,AMZN,107.88,113.44,105.35,112.53,86868100,127.67,134.88,-0.33
14-10-2022,AMZN,114.1,114.96,106.6,106.9,67737300,126.96,134.57,-5
17-10-2022,AMZN,110.11,114.19,110.09,113.79,62782000,126.42,134.3,6.45
18-10-2022,AMZN,119.06,119.52,114.79,116.36,65607400,125.96,134.04,2.26
19-10-2022,AMZN,114.71,116.59,113.22,115.07,47198100,125.5,133.77,-1.11
20-10-2022,AMZN,113.83,118.24,113.51,115.25,48795100,124.95,133.51,0.16
21-10-2022,AMZN,114.79,119.59,114.5,119.32,55660500,124.53,133.28,3.53
24-10-2022,AMZN,119.98,120.39,116.57,119.82,49531500,124.05,133.06,0.42
25-10-2022,AMZN,119.65,121.32,118.95,120.6,50934600,123.6,132.85,0.65
26-10-2022,AMZN,116,119.35,114.76,115.66,68802300,123.02,132.62,-4.1
27-10-2022,AMZN,113.92,114.12,109.77,110.96,129605400,122.4,132.35,-4.06
28-10-2022,AMZN,97.91,103.96,97.66,103.41,223133400,121.62,132.04,-6.8
31-10-2022,AMZN,103.56,104.87,100.74,102.44,99251400,120.9,131.75,-0.94
01-11-2022,AMZN,103.99,104.58,96.06,96.79,153370000,120.17,131.42,-5.52
02-11-2022,AMZN,97.32,97.74,92.01,92.12,135761800,119.34,131.09,-4.82
03-11-2022,AMZN,92.47,93.5,89.02,89.3,136683300,118.45,130.75,-3.06
04-11-2022,AMZN,91.49,92.44,88.04,90.98,129101300,117.53,130.45,1.88
07-11-2022,AMZN,91.95,92.1,89.04,90.53,77495700,116.72,130.19,-0.49
08-11-2022,AMZN,90.79,91.72,88.23,89.98,88703400,115.93,129.92,-0.61
09-11-2022,AMZN,89.47,89.48,85.87,86.14,90796200,115.08,129.65,-4.27
10-11-2022,AMZN,92.94,98.69,91.65,96.63,173414900,114.47,129.44,12.18
11-11-2022,AMZN,97.88,101.19,96.66,100.79,111590500,113.93,129.24,4.31
14-11-2022,AMZN,98.77,100.12,97.29,98.49,99533100,113.35,129.01,-2.28
15-11-2022,AMZN,103.21,103.79,97.34,98.94,111336300,112.81,128.76,0.46
16-11-2022,AMZN,96.85,98.49,95.54,97.12,87958800,112.16,128.49,-1.84
17-11-2022,AMZN,95.37,96.97,94.03,94.85,82617900,111.46,128.21,-2.34
18-11-2022,AMZN,95.95,95.99,92.48,94.14,72428200,110.68,127.99,-0.75
21-11-2022,AMZN,93.97,95.02,90.59,92.46,84330300,109.8,127.66,-1.78
22-11-2022,AMZN,92.62,93.35,90.87,93.2,62192000,109.13,127.34,0.8
23-11-2022,AMZN,93.24,94.58,92.83,94.13,59414700,108.44,127,1
25-11-2022,AMZN,93.79,94.43,93.07,93.41,35088600,107.78,126.66,-0.76
28-11-2022,AMZN,93.93,96.4,93.43,93.95,74943100,107.19,126.34,0.58
29-11-2022,AMZN,94.04,94.41,91.44,92.42,65567300,106.54,126.03,-1.63
30-11-2022,AMZN,92.47,96.54,91.53,96.54,102805800,106.03,125.74,4.46
01-12-2022,AMZN,96.99,97.23,94.92,95.5,68488000,105.57,125.44,-1.08
02-12-2022,AMZN,94.48,95.36,93.78,94.13,72496400,105.11,125.12,-1.43
05-12-2022,AMZN,93.05,94.06,90.82,91.01,71535500,104.65,124.8,-3.31
06-12-2022,AMZN,90.5,91.04,87.9,88.25,75503600,104.11,124.48,-3.03
07-12-2022,AMZN,88.34,89.89,87.48,88.46,68086900,103.59,124.17,0.24
08-12-2022,AMZN,89.24,90.86,87.88,90.35,73305900,103.04,123.9,2.14
09-12-2022,AMZN,88.9,90.3,88.63,89.09,67398500,102.53,123.58,-1.39
12-12-2022,AMZN,89.21,90.58,87.87,90.55,61999800,102.08,123.27,1.64
13-12-2022,AMZN,95.23,96.25,90.52,92.49,100212000,101.61,122.96,2.14
14-12-2022,AMZN,92.5,93.46,89.87,91.58,70298000,101.02,122.66,-0.98
15-12-2022,AMZN,89.89,89.97,87.47,88.45,84802900,100.37,122.35,-3.42
16-12-2022,AMZN,88.27,89.35,86.73,87.86,146144100,99.72,122.05,-0.67
19-12-2022,AMZN,87.51,87.63,84.51,84.92,83531500,99.13,121.74,-3.35
20-12-2022,AMZN,85.33,86.61,84.33,85.19,74348300,98.56,121.48,0.32
21-12-2022,AMZN,86.18,87.23,85.21,86.77,59267200,98.05,121.24,1.85
22-12-2022,AMZN,85.52,85.68,82.25,83.79,81431300,97.47,120.96,-3.43
23-12-2022,AMZN,83.25,85.78,82.93,85.25,57433700,96.92,120.65,1.74
27-12-2022,AMZN,84.97,85.35,83,83.04,57284000,96.45,120.34,-2.59
28-12-2022,AMZN,82.8,83.48,81.69,81.82,58228600,95.81,120.04,-1.47
29-12-2022,AMZN,82.87,84.55,82.55,84.18,54995900,95.16,119.72,2.88
30-12-2022,AMZN,83.12,84.05,82.47,84,62401200,94.54,119.38,-0.21
03-01-2023,AMZN,85.46,86.96,84.21,85.82,76706000,93.95,119.02,2.17
04-01-2023,AMZN,86.55,86.98,83.36,85.14,68885100,93.27,118.64,-0.79
05-01-2023,AMZN,85.33,85.42,83.07,83.12,67930800,92.53,118.25,-2.37
06-01-2023,AMZN,83.03,86.4,81.43,86.08,83303400,91.84,117.85,3.56
09-01-2023,AMZN,87.46,89.48,87.08,87.36,65266100,91.28,117.47,1.49
10-01-2023,AMZN,87.57,90.19,87.29,89.87,67756600,90.86,117.1,2.87
11-01-2023,AMZN,90.93,95.26,90.93,95.09,103126200,90.69,116.75,5.81
12-01-2023,AMZN,96.93,97.19,93.5,95.27,85254800,90.55,116.39,0.19
13-01-2023,AMZN,94.18,98.37,94.12,98.12,85549400,90.57,116.03,2.99
17-01-2023,AMZN,98.68,98.89,95.73,96.05,72755000,90.65,115.68,-2.11
18-01-2023,AMZN,97.25,99.32,95.38,95.46,79570400,90.78,115.34,-0.61
19-01-2023,AMZN,94.74,95.44,92.86,93.68,69002700,90.83,114.99,-1.86
20-01-2023,AMZN,93.86,97.35,93.2,97.25,67481500,90.96,114.64,3.81
23-01-2023,AMZN,97.56,97.78,95.86,97.52,76501100,91.11,114.3,0.28
24-01-2023,AMZN,96.93,98.09,96,96.32,66929500,91.32,113.99,-1.23
25-01-2023,AMZN,92.56,97.24,91.52,97.18,94261600,91.33,113.69,0.89
26-01-2023,AMZN,98.24,99.49,96.92,99.22,68523600,91.3,113.41,2.1
27-01-2023,AMZN,99.53,103.49,99.53,102.24,87775600,91.37,113.17,3.04
30-01-2023,AMZN,101.09,101.74,99.01,100.55,70691900,91.4,112.92,-1.65
31-01-2023,AMZN,101.16,103.35,101.14,103.13,66527300,91.52,112.65,2.57
01-02-2023,AMZN,102.53,106.24,101.24,105.15,80450100,91.73,112.42,1.96
02-02-2023,AMZN,110.25,114,108.88,112.91,158154200,92.11,112.22,7.38
03-02-2023,AMZN,105.26,108.78,102.52,103.39,144374800,92.32,111.95,-8.43
06-02-2023,AMZN,102.93,103.95,100.65,102.18,81945200,92.5,111.69,-1.17
07-02-2023,AMZN,101.17,102.41,98.08,102.11,119501300,92.66,111.46,-0.07
08-02-2023,AMZN,102.04,102.67,98.78,100.05,75878300,92.8,111.24,-2.02
09-02-2023,AMZN,101.32,101.78,97.57,98.24,64622500,92.88,111,-1.81
10-02-2023,AMZN,97.56,98.82,96.23,97.61,52740100,92.99,110.79,-0.64
13-02-2023,AMZN,97.85,99.68,96.91,99.54,52841500,93.05,110.6,1.98
14-02-2023,AMZN,98.41,100.92,97.52,99.7,56202900,93.13,110.37,0.16
15-02-2023,AMZN,99.09,101.17,98.45,101.16,47957600,93.27,110.26,1.46
16-02-2023,AMZN,99.21,100.63,98.1,98.15,56339200,93.41,110.12,-2.98
17-02-2023,AMZN,97.8,97.94,95.65,97.2,60029400,93.59,109.99,-0.97
21-02-2023,AMZN,95.34,95.61,94.27,94.58,56580400,93.72,109.83,-2.7
22-02-2023,AMZN,95.1,97.01,94.8,95.79,59534100,93.82,109.73,1.28
23-02-2023,AMZN,96.12,96.43,93.67,95.82,48467000,93.96,109.63,0.03
24-02-2023,AMZN,93.53,94.14,92.32,93.5,57053800,94.02,109.56,-2.42
27-02-2023,AMZN,94.28,94.78,93.14,93.76,47470300,94.04,109.48,0.28
28-02-2023,AMZN,93.14,94.69,92.92,94.23,43959300,94.1,109.43,0.5
01-03-2023,AMZN,93.87,94.68,91.59,92.17,52299500,94.17,109.35,-2.19
02-03-2023,AMZN,91.41,92.23,90.39,92.13,55509400,94.26,109.25,-0.04
03-03-2023,AMZN,92.74,94.94,92.66,94.9,55759600,94.46,109.17,3.01
06-03-2023,AMZN,95.19,96.55,93.74,93.75,52112400,94.63,109.06,-1.21
07-03-2023,AMZN,94.06,95.09,92.78,93.55,49100700,94.76,108.99,-0.21
08-03-2023,AMZN,93.6,94.17,92.18,93.92,44899100,94.97,108.93,0.4
09-03-2023,AMZN,93.68,96.21,92.18,92.25,56218700,95.11,108.85,-1.78
10-03-2023,AMZN,92.67,93.57,90.25,90.73,69827500,95.26,108.76,-1.65
13-03-2023,AMZN,89.97,94.02,88.12,92.43,72397100,95.47,108.71,1.87
14-03-2023,AMZN,93.83,95.07,92.71,94.88,60912700,95.69,108.65,2.65
15-03-2023,AMZN,93.22,96.67,93.07,96.2,70731800,95.93,108.57,1.39
16-03-2023,AMZN,95.75,100.99,95.61,100.04,84446900,96.21,108.5,3.99
17-03-2023,AMZN,99.79,100.66,97.46,98.95,87300200,96.49,108.39,-1.09
20-03-2023,AMZN,98.41,98.48,95.7,97.71,62388900,96.78,108.27,-1.25
21-03-2023,AMZN,98.14,100.85,98,100.61,58597300,97.07,108.15,2.97
22-03-2023,AMZN,100.45,102.1,98.61,98.7,57475400,97.3,108.03,-1.9
23-03-2023,AMZN,100.43,101.06,97.62,98.71,57559300,97.48,107.9,0.01
24-03-2023,AMZN,98.07,98.3,96.4,98.13,56095400,97.54,107.77,-0.59
27-03-2023,AMZN,99.07,99.34,97.08,98.04,46721300,97.59,107.66,-0.09
28-03-2023,AMZN,98.11,98.44,96.29,97.24,38720100,97.57,107.56,-0.82
29-03-2023,AMZN,98.69,100.42,98.56,100.25,49783300,97.66,107.52,3.1
30-03-2023,AMZN,101.55,103.04,101.01,102,53633400,97.79,107.51,1.75
31-03-2023,AMZN,102.16,103.49,101.95,103.29,56750300,97.98,107.51,1.26
03-04-2023,AMZN,102.3,103.29,101.43,102.41,41135700,98.08,107.49,-0.85
04-04-2023,AMZN,102.75,104.2,102.11,103.95,48662500,98.21,107.49,1.5
05-04-2023,AMZN,103.91,103.91,100.75,101.1,45175400,98.31,107.46,-2.74
06-04-2023,AMZN,100.75,102.38,99.8,102.06,43808000,98.41,107.43,0.95
10-04-2023,AMZN,100.96,102.2,99.57,102.17,37261200,98.47,107.4,0.11
11-04-2023,AMZN,100.8,101,99.01,99.92,60417800,98.42,107.33,-2.2
12-04-2023,AMZN,100.4,100.51,97.71,97.83,56735000,98.36,107.24,-2.09
13-04-2023,AMZN,98.95,102.57,98.71,102.4,67925100,98.35,107.19,4.67
14-04-2023,AMZN,102.07,103.2,101.11,102.51,51450500,98.3,107.16,0.11
17-04-2023,AMZN,103.16,103.73,101.59,102.74,39919500,98.09,107.13,0.22
18-04-2023,AMZN,103.95,104.2,101.52,102.3,39790500,98.07,107.11,-0.43
19-04-2023,AMZN,101.58,105.12,101.39,104.3,58398900,98.11,107.08,1.96
20-04-2023,AMZN,103.53,105.25,103.21,103.81,57696900,98.15,107.04,-0.47
21-04-2023,AMZN,106.1,108.15,105.08,106.96,86774200,98.29,107,3.03
24-04-2023,AMZN,107.66,109.23,105.07,106.21,69575600,98.45,106.95,-0.7
25-04-2023,AMZN,104.91,105.45,102.45,102.57,65026800,98.54,106.88,-3.43
26-04-2023,AMZN,105.04,106.62,104.1,104.98,73803800,98.65,106.85,2.35
27-04-2023,AMZN,108.16,110.86,106.8,109.82,149961200,98.86,106.85,4.61
28-04-2023,AMZN,107.73,109.48,104.33,105.45,130715900,98.94,106.83,-3.98
01-05-2023,AMZN,104.95,105.23,101.82,102.05,74728100,99.02,106.79,-3.22
02-05-2023,AMZN,101.47,103.9,101.15,103.63,73469400,99.15,106.74,1.55
03-05-2023,AMZN,103.74,105.96,103.28,103.65,65051900,99.33,106.68,0.02
04-05-2023,AMZN,104.04,105.39,103.31,104,45345500,99.49,106.61,0.34
05-05-2023,AMZN,104.27,105.76,103.55,105.66,56951700,99.69,106.53,1.6
08-05-2023,AMZN,105.04,106.1,104.7,105.83,49430900,99.94,106.43,0.16
09-05-2023,AMZN,105.48,106.79,105.16,106.62,44089400,100.19,106.36,0.75
10-05-2023,AMZN,108.1,110.67,108.05,110.19,78627600,100.51,106.3,3.35
11-05-2023,AMZN,111.03,113.28,110.49,112.18,74924800,100.91,106.29,1.81
12-05-2023,AMZN,112.16,112.64,109.32,110.26,49852700,101.28,106.23,-1.71
15-05-2023,AMZN,111.15,112.29,109.25,111.2,53011100,101.6,106.18,0.85
16-05-2023,AMZN,111.05,114.79,111.05,113.4,71472900,102,106.07,1.98
17-05-2023,AMZN,114.89,115.83,114.22,115.5,65655200,102.43,105.97,1.85
18-05-2023,AMZN,116.69,118.6,116.34,118.15,73174100,102.92,105.89,2.29
19-05-2023,AMZN,118.16,118.31,115.7,116.25,55056300,103.4,105.77,-1.61
22-05-2023,AMZN,116.77,116.77,114.25,115.01,70741100,103.88,105.64,-1.07
23-05-2023,AMZN,114.27,117.14,113.78,114.99,67576300,104.34,105.51,-0.02
24-05-2023,AMZN,115.35,117.34,115.02,116.75,63487900,104.77,105.39,1.53
25-05-2023,AMZN,116.63,116.87,114.31,115,66496700,105.15,105.28,-1.5
26-05-2023,AMZN,116.04,121.5,116.02,120.11,96779900,105.55,105.17,4.44
30-05-2023,AMZN,122.37,122.92,119.86,121.66,64314800,106.01,105.07,1.29
31-05-2023,AMZN,121.45,122.04,119.17,120.58,72800800,106.46,104.96,-0.89
01-06-2023,AMZN,120.69,123.49,119.93,122.77,54375100,106.91,104.86,1.82
02-06-2023,AMZN,124.92,126.39,124.02,124.25,61264400,107.42,104.75,1.21
05-06-2023,AMZN,123.36,125.8,123.03,125.3,47950100,107.95,104.67,0.85
06-06-2023,AMZN,125.07,127.4,125,126.61,45695200,108.52,104.59,1.05
07-06-2023,AMZN,127.01,127.37,120.63,121.23,95663300,108.98,104.51,-4.25
08-06-2023,AMZN,123.01,125.63,122.26,124.25,62159300,109.52,104.46,2.49
09-06-2023,AMZN,124.08,125.8,123.19,123.43,51396000,109.99,104.41,-0.66
12-06-2023,AMZN,124.02,126.78,123.53,126.57,51338000,110.48,104.37,2.54
13-06-2023,AMZN,128.12,128.41,125.18,126.66,50564800,110.94,104.32,0.07
14-06-2023,AMZN,126.7,126.95,124.12,126.42,52422500,111.42,104.3,-0.19
15-06-2023,AMZN,125.21,127.69,124.32,127.11,60458500,111.89,104.29,0.55
16-06-2023,AMZN,127.71,127.9,125.3,125.49,84247100,112.38,104.27,-1.27
20-06-2023,AMZN,124.97,127.25,124.5,125.78,56930100,112.85,104.26,0.23
21-06-2023,AMZN,125.64,126.73,123.85,124.83,52137700,113.3,104.25,-0.76
22-06-2023,AMZN,125.31,130.33,125.14,130.15,90354600,113.91,104.26,4.26
23-06-2023,AMZN,129.11,130.84,128.28,129.33,71927800,114.54,104.28,-0.63
26-06-2023,AMZN,129.33,131.49,127.1,127.33,59989300,115.04,104.27,-1.55
27-06-2023,AMZN,128.63,130.09,127.55,129.18,46801000,115.57,104.26,1.45
28-06-2023,AMZN,128.94,131.48,128.44,129.04,52149500,116.1,104.24,-0.11
29-06-2023,AMZN,128.77,129.26,127.26,127.9,40761000,116.61,104.2,-0.88
30-06-2023,AMZN,129.47,131.25,128.95,130.36,54350700,117.13,104.22,1.92
03-07-2023,AMZN,130.82,131.85,130.07,130.22,28264800,117.66,104.23,-0.11
05-07-2023,AMZN,130.24,131.4,129.64,130.38,35895400,118.13,104.25,0.12
06-07-2023,AMZN,128.25,128.73,127.37,128.36,40639900,118.57,104.27,-1.55
07-07-2023,AMZN,128.59,130.97,128.13,129.78,41992300,119.11,104.3,1.11
10-07-2023,AMZN,129.07,129.28,125.92,127.13,61889300,119.56,104.32,-2.04
11-07-2023,AMZN,127.75,129.77,127.35,128.78,49951500,119.94,104.37,1.3
12-07-2023,AMZN,130.31,131.26,128.83,130.8,54022800,120.44,104.44,1.57
13-07-2023,AMZN,134.04,134.67,132.71,134.3,61170900,121.09,104.54,2.68
14-07-2023,AMZN,134.06,136.65,134.06,134.68,54487100,121.71,104.64,0.28
17-07-2023,AMZN,134.56,135.62,133.21,133.56,48450200,122.31,104.74,-0.83
18-07-2023,AMZN,132.71,133.86,131.35,132.83,54882900,122.88,104.81,-0.55
19-07-2023,AMZN,133.39,135.99,132.53,135.36,54531000,123.48,104.91,1.9
20-07-2023,AMZN,134.07,134.79,129.33,129.96,59820600,123.96,105,-3.99
21-07-2023,AMZN,131.34,131.37,128.42,130,133307300,124.43,105.07,0.03
24-07-2023,AMZN,130.31,131.66,128.35,128.8,45591100,124.8,105.11,-0.92
25-07-2023,AMZN,129.31,129.58,128.53,129.13,39236700,125.14,105.15,0.26
26-07-2023,AMZN,126.51,129.08,126.11,128.15,53910100,125.5,105.19,-0.76
27-07-2023,AMZN,131,132.63,127.79,128.25,52610700,125.84,105.26,0.08
28-07-2023,AMZN,129.69,133.01,129.33,132.21,46317400,126.21,105.35,3.09
31-07-2023,AMZN,133.2,133.87,132.38,133.68,41901500,126.58,105.46,1.11
01-08-2023,AMZN,133.55,133.69,131.62,131.69,42098500,126.85,105.55,-1.49
02-08-2023,AMZN,130.15,130.23,126.82,128.21,51027600,127.09,105.63,-2.64
03-08-2023,AMZN,127.48,129.84,126.41,128.91,88585200,127.37,105.74,0.55
04-08-2023,AMZN,141.06,143.63,139.32,139.57,153128500,127.86,105.87,8.27
07-08-2023,AMZN,140.99,142.54,138.95,142.22,71213100,128.37,106,1.9
08-08-2023,AMZN,140.62,140.84,138.42,139.94,51710500,128.86,106.12,-1.6
09-08-2023,AMZN,139.97,140.32,137.1,137.85,50017300,129.22,106.23,-1.49
10-08-2023,AMZN,139.07,140.41,137.49,138.56,58928400,129.56,106.33,0.52
11-08-2023,AMZN,137.4,139.33,137,138.41,42905800,129.91,106.42,-0.11
14-08-2023,AMZN,138.3,140.59,137.75,140.57,47148700,130.27,106.52,1.56
15-08-2023,AMZN,140.05,141.28,137.23,137.67,42781500,130.54,106.63,-2.06
16-08-2023,AMZN,137.19,137.27,135.01,135.07,41675900,130.73,106.75,-1.89
17-08-2023,AMZN,135.46,136.09,133.53,133.98,48354100,130.88,106.91,-0.81
18-08-2023,AMZN,131.62,134.07,131.15,133.22,48497700,131.12,107.06,-0.57
21-08-2023,AMZN,133.74,135.19,132.71,134.68,41442500,131.33,107.25,1.1
22-08-2023,AMZN,135.08,135.65,133.73,134.25,32905400,131.55,107.46,-0.32
23-08-2023,AMZN,134.5,135.95,133.22,135.52,42801000,131.73,107.69,0.95
24-08-2023,AMZN,136.4,136.78,131.83,131.84,43646300,131.83,107.9,-2.72
25-08-2023,AMZN,132.47,133.87,130.58,133.26,44147500,131.97,108.11,1.08
28-08-2023,AMZN,133.78,133.95,131.85,133.14,34108400,132.09,108.33,-0.09
29-08-2023,AMZN,133.38,135.14,133.25,134.91,38646100,132.27,108.57,1.33
30-08-2023,AMZN,134.93,135.68,133.92,135.07,36137000,132.46,108.76,0.12
31-08-2023,AMZN,135.06,138.79,135,138.01,58781300,132.72,108.95,2.18
01-09-2023,AMZN,139.46,139.96,136.88,138.12,40991500,132.88,109.15,0.08
05-09-2023,AMZN,137.73,137.8,135.82,137.27,40636700,133.04,109.34,-0.62
06-09-2023,AMZN,136.32,137.45,134.61,135.36,41785500,133.2,109.53,-1.39
07-09-2023,AMZN,133.9,138.03,133.16,137.85,48498900,133.38,109.74,1.84
08-09-2023,AMZN,136.86,138.85,136.75,138.23,38348200,133.56,109.96,0.28
11-09-2023,AMZN,138.75,143.62,138.64,143.1,56764500,133.86,110.22,3.52
12-09-2023,AMZN,142.32,143,140.61,141.23,42668500,134.08,110.46,-1.31
13-09-2023,AMZN,140.95,144.98,140.87,144.85,60465200,134.37,110.71,2.56
14-09-2023,AMZN,145.08,145.86,142.95,144.72,64033600,134.66,110.97,-0.09
15-09-2023,AMZN,142.69,143.57,140.09,140.39,102909300,134.9,111.2,-2.99
18-09-2023,AMZN,140.48,141.75,139.22,139.98,42823500,135.11,111.44,-0.29
19-09-2023,AMZN,138.7,138.84,135.56,137.63,61482500,135.32,111.64,-1.68
20-09-2023,AMZN,138.55,139.37,135.2,135.29,46263700,135.45,111.84,-1.7
21-09-2023,AMZN,131.94,132.24,129.31,129.33,70343300,135.42,112.02,-4.41
22-09-2023,AMZN,131.11,132.03,128.52,129.12,59904300,135.31,112.21,-0.16
25-09-2023,AMZN,129.36,131.78,128.77,131.27,46017800,135.24,112.42,1.67
26-09-2023,AMZN,130.12,130.39,125.28,125.98,73048200,135.09,112.61,-4.03
27-09-2023,AMZN,125.76,127.48,124.13,125.98,66553400,134.96,112.79,0
28-09-2023,AMZN,124.04,126.58,123.04,125.98,54555000,134.77,112.97,0
29-09-2023,AMZN,128.2,129.15,126.32,127.12,62411700,134.71,113.16,0.9
02-10-2023,AMZN,127.28,130.47,126.54,129.46,48029700,134.7,113.34,1.84
03-10-2023,AMZN,128.06,128.52,124.25,124.72,51565000,134.62,113.51,-3.66
04-10-2023,AMZN,126.06,127.36,125.68,127,44203900,134.58,113.7,1.83
05-10-2023,AMZN,126.71,126.73,124.33,125.96,39660600,134.53,113.89,-0.82
06-10-2023,AMZN,124.16,128.45,124.13,127.96,46836700,134.53,114.11,1.59
09-10-2023,AMZN,126.22,128.79,124.76,128.26,38773700,134.45,114.32,0.23
10-10-2023,AMZN,128.82,130.74,128.05,129.48,42178600,134.36,114.53,0.95
11-10-2023,AMZN,129.74,132.05,129.61,131.83,40741800,134.37,114.77,1.81
12-10-2023,AMZN,132.17,134.48,131.23,132.33,55528600,134.45,115.01,0.38
13-10-2023,AMZN,132.98,133.31,128.95,129.79,45786600,134.47,115.24,-1.92
16-10-2023,AMZN,130.69,133.07,130.43,132.55,42832900,134.33,115.5,2.13
17-10-2023,AMZN,130.39,132.58,128.71,131.47,49344600,134.11,115.73,-0.81
18-10-2023,AMZN,129.9,130.67,127.51,128.13,42699500,133.88,115.95,-2.54
19-10-2023,AMZN,130.57,132.24,127.47,128.4,60961400,133.69,116.17,0.21
20-10-2023,AMZN,128.05,128.17,124.97,125.17,56406400,133.42,116.37,-2.52
23-10-2023,AMZN,124.63,127.88,123.98,126.56,48260000,133.18,116.58,1.11
24-10-2023,AMZN,127.74,128.8,126.34,128.56,46477400,132.94,116.8,1.58
25-10-2023,AMZN,126.04,126.34,120.79,121.39,74577500,132.62,116.97,-5.58
26-10-2023,AMZN,120.63,121.64,118.35,119.57,100419500,132.31,117.12,-1.5
27-10-2023,AMZN,126.2,130.02,125.52,127.74,125309300,132.18,117.28,6.83
30-10-2023,AMZN,129.72,133,128.56,132.71,72485500,132.17,117.47,3.89
31-10-2023,AMZN,132.75,133.57,131.71,133.09,51589400,132.14,117.64,0.29
01-11-2023,AMZN,133.96,137.35,133.71,137,61529400,132.19,117.85,2.94
02-11-2023,AMZN,138.73,138.81,136.47,138.07,52236700,132.24,118.06,0.78
03-11-2023,AMZN,138.99,139.49,137.45,138.6,44059800,132.38,118.28,0.38
06-11-2023,AMZN,138.76,140.73,138.36,139.74,44970400,132.51,118.5,0.82
07-11-2023,AMZN,140.55,143.37,140.5,142.71,53553500,132.7,118.72,2.13
08-11-2023,AMZN,142.97,143.12,141.22,142.08,44521700,132.84,118.95,-0.44
09-11-2023,AMZN,142.02,142.65,139.84,140.6,36235400,132.95,119.17,-1.04
10-11-2023,AMZN,140.46,143.65,139.91,143.56,49287800,133.07,119.39,2.11
13-11-2023,AMZN,142.08,143.23,140.67,142.59,35680600,133.16,119.59,-0.68
14-11-2023,AMZN,145,147.26,144.68,145.8,56674600,133.33,119.82,2.25
15-11-2023,AMZN,147.06,147.29,142.59,143.2,63875700,133.48,120.02,-1.78
16-11-2023,AMZN,140.91,143.32,139.52,142.83,49653500,133.58,120.21,-0.26
17-11-2023,AMZN,142.66,145.23,142.54,145.18,49636700,133.72,120.37,1.65
20-11-2023,AMZN,145.13,146.63,144.73,146.13,41951200,133.78,120.58,0.65
21-11-2023,AMZN,143.91,144.05,141.5,143.9,71226000,133.84,120.79,-1.53
22-11-2023,AMZN,144.57,147.74,144.57,146.71,45669100,133.87,121.01,1.95
24-11-2023,AMZN,146.7,147.2,145.32,146.74,22378400,133.91,121.25,0.02
27-11-2023,AMZN,147.53,149.26,146.88,147.73,53762400,134.06,121.49,0.67
28-11-2023,AMZN,146.98,147.6,145.53,147.03,42711700,134.2,121.74,-0.47
29-11-2023,AMZN,147.85,148.54,145.97,146.32,40610900,134.37,121.97,-0.48
30-11-2023,AMZN,144.76,146.93,144.33,146.09,65814000,134.59,122.21,-0.16
01-12-2023,AMZN,146,147.25,145.55,147.03,39951800,134.94,122.44,0.64
04-12-2023,AMZN,145.25,145.35,142.81,144.84,48294200,135.26,122.67,-1.49
