Date,Ticker,Open,High,Low,Close,Volume,50_Day_SMA,200_Day_SMA,Daily_Return_%
23-02-2024,MSFT,409.39,409.57,402.79,404.14,16295900,384.92,343.76,-0.32
26-02-2024,MSFT,405.24,405.93,401.2,401.38,16193500,385.58,344.26,-0.68
27-02-2024,MSFT,401.82,402.15,397.75,401.32,14835800,386.25,344.74,-0.01
28-02-2024,MSFT,402.01,403.11,399.19,401.56,13183100,387.08,345.24,0.06
29-02-2024,MSFT,402.46,407.94,399.78,407.39,31947300,387.94,345.77,1.45
01-03-2024,MSFT,405.05,409.58,404.67,409.22,17823400,388.8,346.3,0.45
04-03-2024,MSFT,407.19,411.04,406.09,408.65,17596000,389.64,346.82,-0.14
05-03-2024,MSFT,407.7,407.99,394.58,396.56,26919200,390.28,347.27,-2.96
06-03-2024,MSFT,396.88,399.04,392.37,396.01,22344100,390.86,347.69,-0.14
07-03-2024,MSFT,399.98,403.59,396.16,402.96,18718500,391.55,348.14,1.75
08-03-2024,MSFT,401.79,404.22,398.22,400.08,18002200,392.19,348.57,-0.71
11-03-2024,MSFT,397.66,399.55,395.19,398.4,16120800,392.8,349.02,-0.42
12-03-2024,MSFT,401.46,409.29,400.64,409,22457000,393.6,349.53,2.66
13-03-2024,MSFT,411.78,411.86,405.23,408.83,17115900,394.38,349.98,-0.04
14-03-2024,MSFT,413.89,421.35,411.67,418.79,34157300,395.47,350.44,2.44
15-03-2024,MSFT,412.95,416.21,406.55,410.13,45079900,396.38,350.87,-2.07
18-03-2024,MSFT,407.99,414.37,407.53,411.01,20106000,397.37,351.32,0.22
19-03-2024,MSFT,411.51,415.3,409.27,415.04,19837900,398.44,351.77,0.98
20-03-2024,MSFT,415.62,419.52,414.3,418.8,17860100,399.45,352.22,0.91
21-03-2024,MSFT,423.33,424.31,420.7,422.88,21296200,400.52,352.69,0.97
22-03-2024,MSFT,423.2,423.36,419.63,422.26,17648500,401.44,353.17,-0.15
25-03-2024,MSFT,418.81,420.95,415.24,416.47,18060500,402.2,353.67,-1.37
26-03-2024,MSFT,419.18,419.55,414.98,415.28,16725600,402.87,354.15,-0.29
27-03-2024,MSFT,418.02,418.03,412.68,415.06,16705000,403.5,354.63,-0.05
28-03-2024,MSFT,414.6,415.49,412.78,414.36,21871200,404.13,355.07,-0.17
01-04-2024,MSFT,417.54,421.42,415.84,418.15,16316000,404.75,355.53,0.92
02-04-2024,MSFT,413.76,416,411.52,415.07,17912000,405.21,355.95,-0.74
03-04-2024,MSFT,413.39,416.86,412.75,414.09,16502300,405.7,356.32,-0.23
04-04-2024,MSFT,418.57,422.19,411.26,411.56,19370900,406.09,356.7,-0.61
05-04-2024,MSFT,413.66,420.06,412,419.09,16554800,406.55,357.14,1.83
08-04-2024,MSFT,418.74,420.82,416.9,418.17,14272400,406.96,357.6,-0.22
09-04-2024,MSFT,419.99,421.27,415.25,419.84,12496900,407.41,358.04,0.4
10-04-2024,MSFT,415.81,417.62,413.36,416.86,16216600,407.69,358.48,-0.71
11-04-2024,MSFT,419.38,422.88,415.98,421.46,17966400,408.09,358.98,1.1
12-04-2024,MSFT,417.64,418.75,413.42,415.52,19253800,408.58,359.42,-1.41
15-04-2024,MSFT,420.15,420.37,407.18,407.39,20273500,408.79,359.81,-1.96
16-04-2024,MSFT,408.3,412.08,407.48,408.31,16765600,408.87,360.21,0.23
17-04-2024,MSFT,410.94,412.55,404.13,405.61,15855500,409.01,360.57,-0.66
18-04-2024,MSFT,404.42,405.66,397.84,398.16,21029900,409,360.91,-1.84
19-04-2024,MSFT,397.92,399.35,391.76,393.09,30565800,408.72,361.22,-1.27
22-04-2024,MSFT,394.03,396.76,389.77,394.9,20286900,408.48,361.53,0.46
23-04-2024,MSFT,398.13,402.03,396.97,401.41,15734500,408.24,361.88,1.65
24-04-2024,MSFT,403.37,406.23,400.63,402.88,15065300,408.13,362.27,0.37
25-04-2024,MSFT,388.07,393.84,382.16,393.01,40586500,408,362.61,-2.45
26-04-2024,MSFT,405.94,406.76,399.63,400.18,29694700,407.94,362.96,1.82
29-04-2024,MSFT,399.12,400.18,393.16,396.17,19582100,407.85,363.26,-1
30-04-2024,MSFT,395.42,396.08,383.29,383.44,28781400,407.56,363.49,-3.21
01-05-2024,MSFT,386.68,395.65,384.41,388.97,23562500,407.41,363.74,1.44
02-05-2024,MSFT,391.65,393.88,388.68,391.83,17709400,407.32,363.94,0.73
03-05-2024,MSFT,396.2,401,395.79,400.51,17446700,407.22,364.21,2.22
06-05-2024,MSFT,402.58,407.67,400.23,407.29,16996600,407.29,364.55,1.69
07-05-2024,MSFT,408.39,408.4,402.91,403.15,20018200,407.32,364.88,-1.02
08-05-2024,MSFT,402,406,400.56,404.33,11792300,407.38,365.21,0.29
09-05-2024,MSFT,404.36,406.48,402.92,406.09,14689700,407.47,365.52,0.43
10-05-2024,MSFT,406.7,409.1,405.57,408.47,13402300,407.5,365.91,0.59
13-05-2024,MSFT,411.69,412.03,404.61,407.47,15440200,407.46,366.33,-0.25
14-05-2024,MSFT,405.79,411.18,405.33,410.26,15109300,407.49,366.73,0.69
15-05-2024,MSFT,412.33,418.16,411.7,417.44,22239500,407.91,367.17,1.75
16-05-2024,MSFT,416.17,419.74,414.74,415.37,17530100,408.3,367.6,-0.49
17-05-2024,MSFT,416.9,417.28,412.45,414.6,15352200,408.53,368.07,-0.19
20-05-2024,MSFT,414.6,421.08,414.39,419.67,16272100,408.92,368.57,1.22
21-05-2024,MSFT,421.14,427.19,419.18,423.32,21453300,409.42,369.08,0.87
22-05-2024,MSFT,424.35,426.64,421.43,424.78,18073700,409.74,369.59,0.34
23-05-2024,MSFT,427.19,427.82,419.74,421.3,17211700,409.99,370.1,-0.82
24-05-2024,MSFT,421.49,425.31,418.75,424.42,11855300,410.1,370.64,0.74
28-05-2024,MSFT,423.9,425.07,420.91,424.58,15718000,410.39,371.19,0.04
29-05-2024,MSFT,420.01,425.19,420.01,423.44,15517100,410.64,371.73,-0.27
30-05-2024,MSFT,418.64,418.64,408.71,409.14,28394500,410.52,372.19,-3.38
31-05-2024,MSFT,411.19,411.19,399.11,409.59,47995300,410.33,372.66,0.11
03-06-2024,MSFT,409.99,410.87,403.46,408,17484700,410.04,373.13,-0.39
04-06-2024,MSFT,406.93,410.88,404.21,410.52,14348900,409.8,373.63,0.62
05-06-2024,MSFT,412.24,418.42,410.75,418.35,16988000,409.84,374.17,1.91
06-06-2024,MSFT,418.35,419.64,414.97,418.86,14861300,409.91,374.68,0.12
07-06-2024,MSFT,420.51,420.59,417.36,418.2,13621700,409.97,375.19,-0.16
10-06-2024,MSFT,419.03,422.37,418.24,422.16,13982900,410.13,375.7,0.95
11-06-2024,MSFT,419.8,427.05,419.58,426.91,14551100,410.3,376.27,1.12
12-06-2024,MSFT,429.51,437.48,427.47,435.18,22366200,410.71,376.86,1.94
13-06-2024,MSFT,434.97,437.48,433.51,435.69,15960600,411.14,377.45,0.12
14-06-2024,MSFT,432.43,437.23,430.89,436.67,13582000,411.64,378.02,0.22
17-06-2024,MSFT,436.69,444.92,434.84,442.39,20790000,412.11,378.62,1.31
18-06-2024,MSFT,443.71,444.14,438.96,440.39,17112500,412.55,379.21,-0.45
20-06-2024,MSFT,440.35,440.57,435.38,439.75,19877400,412.95,379.8,-0.14
21-06-2024,MSFT,441.41,444.57,440.55,443.78,34187100,413.49,380.38,0.92
24-06-2024,MSFT,443.8,446.71,440.45,441.7,15913700,413.89,380.96,-0.47
25-06-2024,MSFT,442.27,445.4,440.79,444.93,16413400,414.48,381.56,0.73
26-06-2024,MSFT,443.01,447.55,442.21,446.13,16507000,415.26,382.16,0.27
27-06-2024,MSFT,446.15,450.08,445.74,446.81,14806300,416.03,382.73,0.15
28-06-2024,MSFT,447.03,449.31,440.45,440.99,28362300,416.73,383.31,-1.3
01-07-2024,MSFT,442.67,451.27,439.71,450.64,17662800,417.78,383.91,2.19
02-07-2024,MSFT,447.15,453.46,447.07,453.15,13979800,418.98,384.52,0.56
03-07-2024,MSFT,452.08,454.87,451.77,454.62,9932800,420.18,385.17,0.32
05-07-2024,MSFT,453.48,462.1,452.85,461.32,16000300,421.38,385.86,1.47
08-07-2024,MSFT,460.33,461.46,458.26,460.02,12962300,422.52,386.55,-0.28
09-07-2024,MSFT,460.77,461.1,451.89,453.41,17207200,423.73,387.25,-1.44
10-07-2024,MSFT,455.07,460.24,452.74,460.03,18196100,424.92,387.98,1.46
11-07-2024,MSFT,456.8,458.58,445.53,448.63,23111200,425.97,388.67,-2.48
12-07-2024,MSFT,448.27,450.27,444.64,447.5,16324300,427.25,389.35,-0.25
15-07-2024,MSFT,447.25,451.16,445.41,447.9,14429400,428.43,390.05,0.09
16-07-2024,MSFT,448.16,448.24,440.7,443.52,17175700,429.47,390.74,-0.98
17-07-2024,MSFT,436.69,438.92,433.32,437.6,21778000,430.21,391.39,-1.33
18-07-2024,MSFT,438.41,438.72,428.61,434.5,20794800,430.75,392.01,-0.71
19-07-2024,MSFT,427.32,435.26,426.24,431.28,20940400,431.32,392.59,-0.74
22-07-2024,MSFT,435.9,438.67,433.05,437.03,15808800,431.97,393.24,1.33
23-07-2024,MSFT,437.98,442.41,437.19,438.92,13107100,432.63,393.87,0.43
24-07-2024,MSFT,434.57,435.59,421.89,423.18,26805800,432.92,394.42,-3.59
25-07-2024,MSFT,423.08,424.07,411.94,412.82,29943800,433.03,394.87,-2.45
26-07-2024,MSFT,412.62,423.2,411.7,419.6,23583800,433.21,395.35,1.64
29-07-2024,MSFT,425.82,426.39,419.03,421.04,15125800,433.29,395.85,0.34
30-07-2024,MSFT,422.01,423.33,411.79,417.28,32687600,433.32,396.3,-0.89
31-07-2024,MSFT,414.89,416.15,406.71,412.77,42891400,433.29,396.74,-1.08
01-08-2024,MSFT,415.18,421.76,407.58,411.55,30296400,433.13,397.19,-0.3
02-08-2024,MSFT,406.99,409.46,398.95,403.04,29437900,432.72,397.58,-2.07
05-08-2024,MSFT,383.98,395.69,380.44,389.88,40709200,432.02,397.9,-3.27
06-08-2024,MSFT,394.66,400.26,393.18,394.28,24946500,431.48,398.25,1.13
07-08-2024,MSFT,403.19,404.61,392.17,393.11,20650900,430.86,398.59,-0.3
08-08-2024,MSFT,397.07,400.45,394.6,397.32,20203000,430.31,398.97,1.07
09-08-2024,MSFT,398.64,402.61,396.89,400.6,19276700,429.85,399.36,0.83
12-08-2024,MSFT,401.63,403.31,398.85,401.38,16762900,429.7,399.75,0.19
13-08-2024,MSFT,404.13,409.41,404.11,408.49,19414300,429.68,400.12,1.77
14-08-2024,MSFT,409.27,412.15,406.95,411.3,18267000,429.74,400.57,0.69
15-08-2024,MSFT,414.95,416.24,412.83,416.16,20752100,429.85,401.03,1.18
16-08-2024,MSFT,415.74,416.47,412.48,413.63,22775600,429.76,401.44,-0.61
19-08-2024,MSFT,414.12,416.87,411.64,416.66,15234000,429.72,401.87,0.73
20-08-2024,MSFT,416.82,420.94,416.77,419.89,16387600,429.75,402.27,0.78
21-08-2024,MSFT,419.18,421.47,416.84,419.24,16067300,429.69,402.66,-0.16
22-08-2024,MSFT,419.45,421.86,409.82,410.75,19361900,429.37,402.98,-2.03
23-08-2024,MSFT,412.16,414.41,407.33,411.97,18493800,428.9,403.29,0.3
26-08-2024,MSFT,411.56,412.46,406.58,408.71,13152800,428.36,403.57,-0.79
27-08-2024,MSFT,408.09,409.57,405.51,409.06,13492900,427.81,403.83,0.08
28-08-2024,MSFT,410.08,410.2,402.6,405.85,14882700,427.08,404.09,-0.78
29-08-2024,MSFT,410.14,417.17,405.85,408.34,17045200,426.44,404.32,0.61
30-08-2024,MSFT,410.79,412.66,407.36,412.32,24308300,425.89,404.58,0.97
03-09-2024,MSFT,413.08,415.03,402.32,404.71,20313600,425.11,404.79,-1.85
04-09-2024,MSFT,401.22,406.49,399.69,404.17,15135800,424.36,404.99,-0.13
05-09-2024,MSFT,402.91,408.32,401.43,403.67,14195500,423.53,405.16,-0.12
06-09-2024,MSFT,404.33,405.9,396.17,397.06,19609500,422.55,405.33,-1.64
09-09-2024,MSFT,402.53,403.93,397.5,401.03,15295100,421.64,405.48,1
10-09-2024,MSFT,403.48,411.52,402.99,409.41,19594300,421.01,405.69,2.09
11-09-2024,MSFT,410.7,419.09,404.84,418.15,19266900,420.36,405.93,2.13
12-09-2024,MSFT,418.42,422.43,414.9,422.06,17395700,419.73,406.18,0.94
13-09-2024,MSFT,420.91,426.84,420.54,425.61,15874600,419.15,406.45,0.84
16-09-2024,MSFT,425.62,428.52,423.27,426.35,13834700,418.46,406.7,0.17
17-09-2024,MSFT,435.14,436.74,427.27,430.12,18874200,417.86,406.99,0.88
18-09-2024,MSFT,429.97,430.99,425.43,425.83,18898000,417.31,407.25,-1
19-09-2024,MSFT,436.13,436.4,431.85,433.62,21706600,416.78,407.58,1.83
20-09-2024,MSFT,432.16,434.16,429.2,430.24,55167100,416.41,407.92,-0.78
23-09-2024,MSFT,429.26,431.41,425.41,428.5,15128900,416.03,408.23,-0.4
24-09-2024,MSFT,427.99,428.34,421.17,424.21,17015800,415.56,408.54,-1
25-09-2024,MSFT,424.86,428.11,423.61,427.11,13396400,415.23,408.85,0.69
26-09-2024,MSFT,430.06,430.27,424.17,426.32,14492000,415,409.14,-0.19
27-09-2024,MSFT,426.53,426.86,422.53,423.07,14896100,414.77,409.43,-0.76
30-09-2024,MSFT,423.26,425.44,420.45,425.32,16807300,414.65,409.72,0.53
01-10-2024,MSFT,423.5,423.53,413.97,415.83,19092900,414.23,409.96,-2.23
02-10-2024,MSFT,417.69,417.93,411.89,412.31,16582300,413.7,410.22,-0.85
03-10-2024,MSFT,412.8,414.7,409.5,411.72,13686400,413.47,410.46,-0.14
04-10-2024,MSFT,413.4,414.9,410.17,411.25,19169700,413.44,410.68,-0.12
07-10-2024,MSFT,411.19,412.29,404.27,404.8,20919800,413.14,410.87,-1.57
08-10-2024,MSFT,406.15,410.85,403.45,409.92,19229300,412.92,411.1,1.26
09-10-2024,MSFT,411.05,415.52,409.51,412.63,14974300,412.83,411.33,0.66
10-10-2024,MSFT,410.43,412.52,408.37,411.03,13848400,412.79,411.54,-0.39
11-10-2024,MSFT,411.33,412.31,408.47,411.51,14144900,412.79,411.76,0.12
14-10-2024,MSFT,412.94,419.14,412.69,414.29,16653100,413.02,411.99,0.68
15-10-2024,MSFT,417.3,417.6,410.46,413.9,18900200,413.5,412.21,-0.1
16-10-2024,MSFT,410.37,411.55,405.73,411.31,15508900,413.84,412.42,-0.63
17-10-2024,MSFT,417.48,417.62,410.79,411.9,14820000,414.21,412.66,0.14
18-10-2024,MSFT,412.32,414.8,411.45,413.33,17145300,414.53,412.9,0.35
21-10-2024,MSFT,411.31,414.12,408.97,413.94,14206100,414.8,413.16,0.15
22-10-2024,MSFT,413.65,425.6,413.21,422.57,25482200,415.22,413.47,2.08
23-10-2024,MSFT,425.88,426.1,417.64,419.69,19654400,415.45,413.73,-0.68
24-10-2024,MSFT,420.41,421.05,417.52,419.82,13581600,415.62,413.98,0.03
25-10-2024,MSFT,421.83,427.52,421.64,423.2,16899100,415.76,414.21,0.81
28-10-2024,MSFT,426.67,426.95,421.37,421.66,14882400,415.92,414.43,-0.36
29-10-2024,MSFT,423.05,428.16,420.88,426.96,17644100,416.12,414.66,1.26
30-10-2024,MSFT,432.38,433.43,427.1,427.53,29749100,416.28,414.88,0.13
31-10-2024,MSFT,410.56,411.35,401.6,401.65,53971000,415.93,414.97,-6.05
01-11-2024,MSFT,404.28,410.7,402.79,405.63,24230400,415.82,415.06,0.99
04-11-2024,MSFT,405.06,405.67,400.88,403.74,19672300,415.66,415.12,-0.47
05-11-2024,MSFT,403.65,410.1,403.36,406.7,17626000,415.62,415.21,0.73
06-11-2024,MSFT,407.65,415.59,405.77,415.32,26681800,415.74,415.32,2.12
07-11-2024,MSFT,416.41,421.91,415.03,420.51,19901800,416.04,415.44,1.25
08-11-2024,MSFT,420.4,421.57,416.9,417.65,16891400,416.22,415.54,-0.68
11-11-2024,MSFT,417.63,419.9,411.19,413.18,24503300,416.24,415.62,-1.07
12-11-2024,MSFT,413.41,419.53,412.38,418.14,19401200,416.51,415.7,1.2
13-11-2024,MSFT,416.77,424.37,413.37,420.28,21502200,416.83,415.79,0.51
14-11-2024,MSFT,420.09,423.22,415.14,421.95,30246900,417.2,415.95,0.4
15-11-2024,MSFT,414.97,417.91,408.86,410.2,28247600,417.46,416.02,-2.79
18-11-2024,MSFT,410.07,413.56,407.34,410.95,24727000,417.66,416.05,0.18
19-11-2024,MSFT,408.33,413.11,406.79,412.96,18133500,417.73,416.12,0.49
20-11-2024,MSFT,412.05,412.47,405.83,410.69,19191700,417.58,416.18,-0.55
21-11-2024,MSFT,415.48,415.76,406.36,408.91,20780200,417.32,416.19,-0.43
22-11-2024,MSFT,407.43,413.4,407.12,413,24814600,417.07,416.22,1
25-11-2024,MSFT,414.37,417.04,410.87,414.78,27691100,416.83,416.23,0.43
26-11-2024,MSFT,415.57,424.93,414.84,423.89,23458900,416.71,416.3,2.2
27-11-2024,MSFT,421.04,423.14,417.98,418.94,18332400,416.57,416.4,-1.17
29-11-2024,MSFT,416.06,420.81,413.8,419.4,16271900,416.29,416.48,0.11
02-12-2024,MSFT,417.53,428.85,417.27,426.85,20207200,416.22,416.61,1.78
03-12-2024,MSFT,425.72,428.33,423.64,427.07,18302000,416.19,416.76,0.05
04-12-2024,MSFT,428.88,435.46,428.48,433.23,26009400,416.37,416.94,1.44
05-12-2024,MSFT,433.72,440.4,431.99,438.38,21697800,416.6,417.15,1.19
06-12-2024,MSFT,438.06,441.82,437.54,439.32,18821000,416.86,417.32,0.21
09-12-2024,MSFT,438.36,444.03,436.28,441.75,19144400,417.23,417.51,0.55
10-12-2024,MSFT,440.13,445.31,437.37,439.08,18469500,417.5,417.7,-0.6
11-12-2024,MSFT,439.79,446.03,439.79,444.69,19200200,418.08,417.92,1.28
12-12-2024,MSFT,444.81,451.79,444.81,445.25,20834800,418.74,418.13,0.13
13-12-2024,MSFT,444.14,447.1,441.31,442.98,20177800,419.37,418.31,-0.51
16-12-2024,MSFT,442.98,447.85,441.01,447.26,23598800,420.09,418.5,0.97
17-12-2024,MSFT,446.69,450.93,445.26,450.1,22733500,420.99,418.71,0.64
18-12-2024,MSFT,446.99,448.31,432.83,433.2,24444500,421.46,418.89,-3.76
19-12-2024,MSFT,437.39,438.93,432.14,432.84,22963700,421.86,419.08,-0.08
20-12-2024,MSFT,428.96,439.49,424.52,432.42,64263700,422.29,419.22,-0.1
23-12-2024,MSFT,432.55,433.46,428.68,431.08,19152500,422.68,419.38,-0.31
24-12-2024,MSFT,430.48,435.39,430.03,435.12,7164500,423.1,419.56,0.94
26-12-2024,MSFT,434.87,436.71,432.45,433.91,8194200,423.5,419.69,-0.28
27-12-2024,MSFT,430.44,431.05,422.26,426.4,18117700,423.8,419.78,-1.73
30-12-2024,MSFT,421.98,423.45,417.86,420.76,13158700,423.98,419.79,-1.32
31-12-2024,MSFT,422.02,422.64,416.63,417.46,13246500,424.06,419.82,-0.78
02-01-2025,MSFT,421.45,421.99,410.87,414.57,16896500,424.07,419.84,-0.69
03-01-2025,MSFT,417.04,419.97,415.52,419.29,16662900,424.01,419.86,1.14
06-01-2025,MSFT,423.9,430.16,421.4,423.75,20573600,424.09,419.89,1.06
07-01-2025,MSFT,424.89,426.52,416.77,418.32,18139100,424.06,419.86,-1.28
08-01-2025,MSFT,419.4,422.88,417.5,420.49,15054600,424,419.85,0.52
10-01-2025,MSFT,420.56,420.64,411.04,414.94,20201100,423.87,419.85,-1.32
13-01-2025,MSFT,411.26,414.49,408.34,413.19,17604800,423.59,419.84,-0.42
14-01-2025,MSFT,413.81,415.72,406.78,411.69,16935900,423.28,419.82,-0.36
15-01-2025,MSFT,415.11,424.05,414.26,422.22,19637800,423.69,419.86,2.56
16-01-2025,MSFT,424.59,425.37,420.32,420.51,15300000,423.99,419.87,-0.41
17-01-2025,MSFT,429.93,430.32,424.07,424.92,26197500,424.41,419.92,1.05
21-01-2025,MSFT,426.08,426.77,421.52,424.39,26085700,424.76,419.97,-0.12
22-01-2025,MSFT,433.37,442.98,431.82,441.92,27803800,425.3,420.12,4.13
23-01-2025,MSFT,437.76,442.47,437.27,442.43,18389300,425.73,420.24,0.11
24-01-2025,MSFT,440.89,442.37,437.17,439.8,15549500,426.18,420.35,-0.59
27-01-2025,MSFT,419.95,431.03,419.44,430.4,35647800,426.52,420.4,-2.14
28-01-2025,MSFT,430.44,444.08,427.25,442.91,23491700,427.02,420.53,2.91
29-01-2025,MSFT,442.41,442.6,436.18,438.09,23581400,427.37,420.61,-1.09
30-01-2025,MSFT,414.76,418.81,409.2,411.01,54586300,427.15,420.59,-6.18
31-01-2025,MSFT,414.96,416.66,410.93,411.08,34161900,427.17,420.61,0.02
03-02-2025,MSFT,407.66,411.43,404.74,406.98,25679100,427.09,420.6,-1
04-02-2025,MSFT,408.74,409.95,405.81,408.42,20532100,427,420.62,0.35
05-02-2025,MSFT,408.4,409.86,406.47,409.33,16316700,426.97,420.67,0.22
06-02-2025,MSFT,410.03,414.19,410.03,411.84,16309800,427.03,420.77,0.61
07-02-2025,MSFT,412.49,414.64,404.19,405.82,22886800,426.89,420.82,-1.46
10-02-2025,MSFT,409.75,411.48,406.98,408.27,20817900,426.76,420.86,0.6
11-02-2025,MSFT,405.71,408.54,405.38,407.5,18140600,426.43,420.88,-0.19
12-02-2025,MSFT,403.31,406.81,400.49,405.12,19121700,426.16,420.94,-0.58
13-02-2025,MSFT,403.1,407.06,402.47,406.61,23891700,425.9,420.97,0.37
14-02-2025,MSFT,403.88,404.99,401.99,404.52,22758500,425.45,421.01,-0.51
18-02-2025,MSFT,404.09,406.67,402.6,405.71,21423100,425.03,421.13,0.3
19-02-2025,MSFT,403.97,411.51,403.74,410.8,24114200,424.58,421.23,1.25
20-02-2025,MSFT,412.13,416.12,409.41,412.97,23508700,424.07,421.34,0.53
21-02-2025,MSFT,414.17,414.87,404.79,405.11,27524800,423.38,421.36,-1.9
24-02-2025,MSFT,405.41,406.26,396.29,400.93,26443700,422.57,421.33,-1.03
25-02-2025,MSFT,398.05,398.87,393.69,394.88,29387400,421.68,421.29,-1.51
26-02-2025,MSFT,394.99,400.53,391.25,396.69,19619000,420.72,421.25,0.46
27-02-2025,MSFT,398.22,402.66,389.19,389.55,21127400,419.61,421.17,-1.8
28-02-2025,MSFT,389.68,394.61,383.63,393.97,32845700,418.63,421.1,1.14
03-03-2025,MSFT,395.79,395.79,383.23,385.54,23007700,417.4,420.99,-2.14
04-03-2025,MSFT,380.49,389.6,378.11,385.66,29342900,416.11,420.86,0.03
05-03-2025,MSFT,386.38,398.62,385.86,397.97,23433100,415.4,420.77,3.19
06-03-2025,MSFT,391.28,399.09,389.7,393.87,23304600,414.62,420.66,-1.03
07-03-2025,MSFT,389.34,391.8,382.61,390.32,22034100,413.78,420.54,-0.9
10-03-2025,MSFT,382.91,383.46,374.35,377.27,32840100,412.7,420.33,-3.34
11-03-2025,MSFT,376.12,383.07,374.05,377.56,30380200,411.55,420.1,0.08
12-03-2025,MSFT,380.04,382.29,376.07,380.36,24253600,410.48,419.87,0.74
13-03-2025,MSFT,380.25,382.39,374.58,375.89,20473000,409.47,419.65,-1.17
14-03-2025,MSFT,376.89,387.27,376.63,385.61,19952800,408.77,419.45,2.58
17-03-2025,MSFT,383.76,389.73,382.64,385.75,22474300,408.13,419.26,0.04
18-03-2025,MSFT,384.13,384.43,378.2,380.61,19486900,407.46,419.05,-1.33
19-03-2025,MSFT,382.6,386.72,381.08,384.87,19185500,406.77,418.92,1.12
20-03-2025,MSFT,382.81,388.81,380.37,383.9,18470500,405.97,418.8,-0.25
21-03-2025,MSFT,380.31,388.76,379.89,388.29,39675900,405.37,418.7,1.14
24-03-2025,MSFT,392.4,392.4,386.85,390.09,21004500,404.76,418.59,0.47
25-03-2025,MSFT,390.93,393.35,389.66,392.16,15775000,404.31,418.46,0.53
26-03-2025,MSFT,392,392.31,385.62,387.01,16108400,403.78,418.3,-1.31
27-03-2025,MSFT,387.17,389.26,384.46,387.61,13766800,403.3,418.15,0.16
28-03-2025,MSFT,385.13,386.17,374.07,375.92,21632000,402.37,417.92,-3.02
31-03-2025,MSFT,369.71,374.21,364.45,372.54,35184700,401.42,417.65,-0.9
01-04-2025,MSFT,371.8,379.94,370.39,379.29,19689500,400.5,417.37,1.81
02-04-2025,MSFT,375.1,382.15,373.76,379.24,16092600,399.6,417.09,-0.01
03-04-2025,MSFT,371.94,374.61,366.54,370.28,30198000,398.17,416.75,-2.36
04-04-2025,MSFT,361.36,371.74,356.75,357.11,49209900,396.46,416.33,-3.56
07-04-2025,MSFT,348.21,368.18,342.17,355.14,50425000,394.77,415.9,-0.55
08-04-2025,MSFT,365.46,370.81,347.59,351.87,35868900,393.2,415.46,-0.92
09-04-2025,MSFT,350.85,390.24,350.42,387.52,50199700,392.09,415.18,10.13
10-04-2025,MSFT,379.16,380.98,365.01,378.45,38024400,390.9,414.87,-2.34
11-04-2025,MSFT,377.75,387.09,376.01,385.5,23839200,390.39,414.57,1.86
14-04-2025,MSFT,390.23,391.65,381.29,384.86,19251200,389.86,414.26,-0.16
15-04-2025,MSFT,385.56,388.91,381.24,382.8,17199900,389.38,413.94,-0.54
16-04-2025,MSFT,377.78,378.71,365.2,368.79,21967800,388.58,413.58,-3.66
17-04-2025,MSFT,370.91,371.48,364.1,364.99,21120200,387.7,413.15,-1.03
21-04-2025,MSFT,360.06,361.71,352.97,356.39,20807300,386.59,412.67,-2.35
22-04-2025,MSFT,360.62,364.98,357.13,364.03,19485000,385.75,412.22,2.14
23-04-2025,MSFT,373.2,377.5,370.19,371.55,20545500,385.02,411.77,2.06
24-04-2025,MSFT,372.85,385.5,372.34,384.36,22232300,384.56,411.39,3.45
25-04-2025,MSFT,384.06,389.18,381.68,388.87,18973200,384.23,411.07,1.17
28-04-2025,MSFT,388.98,389.76,383.7,388.19,16579400,383.86,410.71,-0.18
29-04-2025,MSFT,388.33,392.1,387.41,391.05,14974000,383.59,410.42,0.74
30-04-2025,MSFT,387.33,393.65,381.52,392.26,36461100,383.32,410.14,0.31
01-05-2025,MSFT,427.83,433.67,421.67,422.17,58938100,383.55,410.01,7.63
02-05-2025,MSFT,428.46,436.1,426.72,431.97,30757400,383.93,409.96,2.32
05-05-2025,MSFT,429.58,436.16,428.83,432.86,20136100,384.49,409.93,0.2
06-05-2025,MSFT,428.92,434.4,427.89,430.02,15104200,385.07,409.91,-0.66
07-05-2025,MSFT,430.54,434.79,427.83,430.06,23295300,385.77,409.9,0.01
08-05-2025,MSFT,434.6,440.3,432.35,434.84,23491300,386.54,409.89,1.11
09-05-2025,MSFT,436.66,437.39,432.57,435.4,15324200,387.45,409.88,0.13
12-05-2025,MSFT,442.55,445.96,436.44,445.85,22821900,388.49,409.99,2.4
13-05-2025,MSFT,444.38,447.25,441.98,445.73,23618800,389.69,410.15,-0.03
14-05-2025,MSFT,444.74,450.45,444.74,449.5,19902800,390.97,410.3,0.85
15-05-2025,MSFT,448.17,453.56,447.83,450.51,21992300,392.02,410.45,0.23
16-05-2025,MSFT,449.44,451.74,446.14,451.65,23849800,393.18,410.62,0.25
19-05-2025,MSFT,448.28,456.94,448.2,456.22,21336500,394.49,410.84,1.01
20-05-2025,MSFT,452.96,455.69,451.7,455.52,15441800,396.06,411.06,-0.15
21-05-2025,MSFT,451.94,455.14,449.2,449.96,19216900,397.51,411.29,-1.22
22-05-2025,MSFT,452.32,457.59,451.28,452.23,18025600,398.94,411.61,0.51
23-05-2025,MSFT,447.38,451.07,446.32,447.58,16883500,400.38,411.87,-1.03
